keyword,keyword_id,movie_id
"corps",14775,2787
"cover-up",9665,60599
"hedge fund",184116,60599
"feminism",2383,12658
"cohabitant",2566,12658
"tv show",2571,12658
"man-woman relation",5756,12658
"man between two women",7169,12658
"artificial intelligence",310,152601
"computer",6104,152601
"love",9673,152601
"loneliness",9957,152601
"transhumanism",12375,152601
"heartbreak",34265,152601
"near future",40847,152601
"singularity",223540,152601
"bittersweet",224279,152601
"colorado",1981,10866
"friendship",6054,10866
"stalker",6844,10866
"pokies",11794,10866
"truck driver",155497,10866
"cb radio",155498,10866
"strange",215191,10866
"london england",212,227707
"based on novel",818,227707
"key",2849,227707
"adventure",4414,227707
"supernatural",6152,227707
"steampunk",10028,227707
"dream",1566,21349
"mercenary",3070,70435
"secret agent",4289,70435
"rescue",10084,70435
"foot chase",14967,70435
"spanish",157194,70435
"shark attack",2988,580
"bahamas",3345,580
"dying and death",3737,580
"aggression by animal",5160,580
"sequel",9663,580
"revenge",9748,580
"underwater",14785,580
"shark",15097,580
"great white shark",15098,580
"animal attack",158130,580
"caribbean",167861,580
"christmas",207317,580
"banana boat",227106,580
"sister sister relationship",1156,9819
"sister",5923,9819
"leukemia",8097,9819
"reunion",9824,9819
"cancer",10163,9819
"bone marrow transplant",185263,9819
"bomb",258,20024
"sex",572,20024
"jealousy",931,20024
"infidelity",1326,20024
"obsession",1523,20024
"world war ii",1956,20024
"passion",2983,20024
"romance",9840,20024
"cheating wife",11501,20024
"church",14765,20024
"corruption",417,2453
"harley davidson",1365,2453
"drug dealer",2231,2453
"los angeles",12670,2453
"las vegas",14570,2453
"father son relationship",494,6973
"detective",703,6973
"war crimes",1327,6973
"patriotism",1627,6973
"homicide",1849,6973
"investigation",5340,6973
"iraq",5939,6973
"military service",5947,6973
"police",6149,6973
"cover-up",9665,6973
"disappearance",10941,6973
"murder investigation",161982,6973
"fashion designer",7024,11156
"woman director",187056,11156
"london england",212,11632
"british empire",4107,11632
"lover",4320,11632
"advancement",5212,11632
"aristocrat",155697,11632
"woman director",187056,11632
"assassination",441,30596
"martial arts",779,30596
"sword",1938,30596
"blood splatter",8636,30596
"impalement",11579,30596
"beaten to death",11762,30596
"hong kong",12354,30596
"head bashed in",14686,30596
"extreme violence",14687,30596
"violent death",14690,30596
"hook",14692,30596
"bloody fight",14696,30596
"throat slitting",14698,30596
"violence",14819,30596
"suicide",236,3021
"new york",242,3021
"hotel",612,3021
"fire",657,3021
"hotel room",922,3021
"wife husband relationship",1157,3021
"suicide attempt",1252,3021
"window",2872,3021
"door",3255,3021
"haunted house",3358,3021
"research",3664,3021
"ghost world",5280,3021
"painting",5918,3021
"telephone",6103,3021
"loss of daughter",6381,3021
"blood",11221,3021
"android",803,957
"lasergun",1280,957
"swordplay",1400,957
"temple",1530,957
"space marine",1826,957
"space battle",2902,957
"space travel",3801,957
"space mission",4040,957
"galaxy",4270,957
"comb",4575,957
"altar",4578,957
"magnet beam",4579,957
"jam",4581,957
"speed of light",4583,957
"plastic surgery",4585,957
"password",4587,957
"shield",5539,957
"nose",5560,957
"spoof",11931,957
"witness protection",4009,109513
"getaway driver",161974,109513
"duringcreditsstinger",179431,109513
"istanbul",1847,256917
"australia",5657,256917
"post world war i",11007,256917
"farmer",154846,256917
"missing in action",173265,256917
"missing son",213295,256917
"gallipoli campaign",213299,256917
"inspired by true events",228523,256917
"corruption",417,251
"fortune teller",663,251
"money transfer",881,251
"money laundering",975,251
"pottery",1553,251
"afterlife",6155,251
"spiritism",210530,251
"surgeon",3262,544
"stalker",6844,544
"romantic comedy",9799,544
"dream girl",11223,544
"taboo",15027,544
"screwball comedy",155457,544
"frisbee",158502,544
"troubadour",158505,544
"gross out comedy",158507,544
"intellectual disability",194413,544
"holiday",65,11395
"christmas party",1441,11395
"santa claus",1991,11395
"deal",5011,11395
"christmas tree",5570,11395
"christmas",207317,11395
"father son relationship",494,14635
"baseball",1480,14635
"sports team",1483,14635
"sport",6075,14635
"life's dream",7393,14635
"growing up",9825,14635
"american football",579,13680
"bachelor",1338,13680
"sports team",1483,13680
"sport",6075,13680
"aerobics",163405,13680
"tween girl",208185,13680
"publicist",228676,13680
"gang",10726,12085
"hoodlum",160488,12085
"woman director",187056,12085
"farewell",455,688
"adultery",596,688
"love at first sight",699,688
"photographer",1003,688
"wife husband relationship",1157,688
"iowa",2029,688
"love of one's life",2038,688
"mother role",2784,688
"bridge",3450,688
"housewife",3451,688
"love letter",3452,688
"peasant",4402,688
"marriage crisis",5809,688
"photography",6025,688
"unsociability",6059,688
"secret love",7879,688
"nature documentary",221355,688
"dream",1566,11090
"employee",6021,11090
"car crash",9844,11090
"scientist",14760,11090
"police officer",15090,11090
"organ donation",175884,11090
"aftercreditsstinger",179430,11090
"virility",210689,11090
"muslim",789,783
"indian lead",958,783
"demonstration",1775,783
"world war ii",1956,783
"imprisonment",2883,783
"release from prison",3398,783
"south africa",3644,783
"bravery",3930,783
"hunger strike",4089,783
"colony",4090,783
"morning prayer",4092,783
"hindu",4096,783
"independence",4097,783
"british army",4100,783
"political negotiations",4101,783
"conference",4102,783
"nonviolent resistance",4104,783
"apartheid",4106,783
"british empire",4107,783
"protest",4108,783
"independence movement",4109,783
"bombay india",4110,783
"strike",4112,783
"freedom",6089,783
"prayer",6157,783
"world religion",6193,783
"hinduism",6194,783
"mahatma gandhi",7926,783
"calcutta",33485,783
"france",254,228194
"based on novel",818,228194
"indian lead",958,228194
"restaurant",1946,228194
"family",18035,228194
"cheating",1332,1642
"new identity",2547,1642
"computer virus",2812,1642
"chase",3713,1642
"computer",6104,1642
"stalking",10333,1642
"foster parents",2468,10950
"pro bono",170148,10950
"new baby",170152,10950
"social services",170154,10950
"learning",170161,10950
"coffee shop manager",170166,10950
"pizza hut",170167,10950
"children's book",170173,10950
"locked door",170174,10950
"mentally handicapped man",170179,10950
"child custody",178364,10950
"woman director",187056,10950
"budapest",810,277
"subway",1552,277
"love of one's life",2038,277
"vampire",3133,277
"bite",4197,277
"descendant",4198,277
"hostility",6062,277
"shootout",10950,277
"werewolf",12564,277
"blunt",34136,277
"fang vamp",231407,277
"prison",378,8999
"chicago",520,8999
"rape",570,8999
"based on novel",818,8999
"hotel room",922,8999
"wife husband relationship",1157,8999
"anonymous letter",1596,8999
"blackmail",1936,8999
"family's daily life",2783,8999
"letter",3344,8999
"business man",4480,8999
"relationship problems",5625,8999
"man between two women",7169,8999
"revenge",9748,8999
"deception",9758,8999
"beating",9849,8999
"violence",14819,8999
"wallet",15210,8999
"extramarital affair",34094,8999
"embezzlement",163072,8999
"advertising executive",168750,8999
"flashback",187844,8999
"abortion",208591,8999
"commuter train",226778,8999
"agriculture",5888,11323
"company",6129,11323
"witness to murder",15155,11323
"bachelor",1338,10445
"stroke of fate",4327,10445
"brother",5301,10445
"oxford",8095,10445
"author",10818,10445
"falling in love",13072,10445
"painter",437,11453
"amsterdam",587,11453
"dolphin",630,11453
"europe",1295,11453
"pimp",1667,11453
"fetish",2699,11453
"gigolo",3248,11453
"wig",34112,11453
"snorkel",41327,11453
"whistle",41328,11453
"remake",9714,146239
"sperm donor",159141,146239
"amnesia",1453,204922
"therapist",2726,204922
"aggression",2879,204922
"hospital",11612,204922
"flashback",187844,204922
"based on novel",818,205588
"woman director",187056,205588
"female nudity",293,10878
"harassment",2539,10878
"male friendship",3230,10878
"dark comedy",10123,10878
"director cameo",157626,10878
"duringcreditsstinger",179431,10878
"best friend",12392,82650
"sweet sixteen",177804,82650
"duringcreditsstinger",179431,82650
"distrust",1448,10279
"intolerance",3010,10279
"punk rock",11053,10279
"italian american",11590,10279
"summer",13088,10279
"bigotry",157912,10279
"bronx",161307,10279
"film making",886,2294
"jay and silent bob",168033,2294
"self mocking",168039,2294
"character is subject of comic",168040,2294
"reference to prince valiant",168042,2294
"indiana jones spoof scene",168049,2294
"monkey actor",168051,2294
"view askew",168054,2294
"gigantic hand",168063,2294
"animal experimentation",168069,2294
"california",387,2176
"brother sister relationship",1155,2176
"loss of parents",2143,2176
"suspense",9937,2176
"psychological thriller",12565,2176
"orphan",13014,2176
"car accident",13063,2176
"journalist",736,270487
"cat",977,270487
"ransom",1336,270487
"kidnapping",1930,270487
"ancient rome",5049,270487
"movie in movie",9732,270487
"hollywood",12396,270487
"period drama",15060,270487
"tv movie",156321,34099
"manager",554,19366
"pop",637,19366
"secret",1328,19366
"small town",1415,19366
"garage",2101,19366
"musician",4048,19366
"music",6027,19366
"friendship",6054,19366
"industry",6133,19366
"fame",10232,19366
"conspiracy",10410,19366
"subliminal\u00a0",15175,19366
"rock band",18001,19366
"culture",162710,19366
"woman director",187056,19366
"messages",200907,19366
"fortune",208223,19366
"record deal",208461,19366
"popular",208462,19366
"pawns",208463,19366
"based on novel",818,204082
"drug dealer",2231,204082
"ex-cop",8440,204082
"rural setting",11004,204082
"undercover cop",11199,204082
"methamphetamine",11341,204082
"motorcycle gang",14736,204082
"drug",14964,204082
"revenge motive",15095,204082
"father daughter relationship",15300,204082
"lousiana bayou",207726,204082
"based on novel",818,24100
"vampire",3133,24100
"bite",4197,24100
"independent film",10183,24100
"fang vamp",231407,24100
"sex",572,1599
"detective",703,1599
"jealousy",931,1599
"humor",3923,1599
"protest",4108,1599
"wife",4183,1599
"celebrity",6562,1599
"rivalry",9823,1599
"independent film",10183,1599
"religion",11001,1599
"universe",15325,1599
"anger",18047,1599
"nature",18330,1599
"husband",162271,1599
"existentialism",181324,1599
"enviroment",197526,1599
"issues",202692,1599
"cyborg",679,5550
"dystopia",4565,5550
"police",6149,5550
"sequel",9663,5550
"cyberpunk",12190,5550
"policeman",33699,5550
"robocop",184213,5550
"dystopia",4565,30379
"spy",470,42586
"uncle",6464,42586
"based on cartoon",10244,17709
"mountie",190760,17709
"transporter",396,287948
"sequel",9663,287948
"suspense",9937,287948
"car",33885,287948
"bank heist",191845,287948
"action",210313,287948
"london england",212,7548
"sex",572,7548
"dying and death",3737,7548
"poet",5933,7548
"theatre milieu",6034,7548
"monolog",6657,7548
"monkey",15149,7548
"alcoholic",33457,7548
"in love with enemy",930,9075
"netherlands",1199,9075
"world war ii",1956,9075
"prosecution",3246,9075
"holiday",65,11661
"world war i",2504,11661
"hostility",6062,11661
"singer",10229,11661
"singing",12990,11661
"christmas",207317,11661
"dynamite",1560,38985
"car journey",1926,38985
"nicaragua",6342,38985
"criminal",15009,38985
"bandit",33344,38985
"explosives",166974,38985
"latin america",168723,38985
"rope bridge",174468,38985
"transport",181321,38985
"nitroglycerin",181322,38985
"oil company",181323,38985
"existentialism",181324,38985
"dangerous mission",181325,38985
"prison",378,44113
"fire",657,44113
"manipulation",2887,44113
"seduction",3182,44113
"vegetarian",4459,44113
"playground",5500,44113
"deception",9758,44113
"arson",11363,44113
"parole",15232,44113
"arsonist",15233,44113
"convict",15234,44113
"house fire",15235,44113
"playwright",10965,21494
"prison",378,164457
"brother brother relationship",380,164457
"drug dealer",2231,164457
"brother",5301,164457
"revenge",9748,164457
"drug use",11494,164457
"car accident",13063,164457
"justice",15108,164457
"family",18035,164457
"bare knuckle fighting",166816,164457
"rust belt",195621,164457
"neo-noir",207268,164457
"manslaughter",207935,164457
"social decay",238189,164457
"ptsd",238190,164457
"killing",627,4566
"restaurant",1946,4566
"chambers of a barrister",2686,4566
"scandal",3692,4566
"pretended suicide",4687,4566
"lawsuit",7335,4566
"car bomb",7336,4566
"business ethics",7337,4566
"crooked lawyer",7340,4566
"white house",833,17795
"usa president",840,17795
"national security agency (nsa)",3635,17795
"danger",15017,17795
"sable",169028,17795
"writ",169046,17795
"time travel",4379,227719
"time machine",5455,227719
"teenager",13130,227719
"found footage",163053,227719
"bomb",258,1073
"terrorist",949,1073
"fbi",1812,1073
"professor",1992,1073
"paranoia",2340,1073
"college",3616,1073
"wife",4183,1073
"politics",6078,1073
"army",6092,1073
"murder",9826,1073
"suspense",9937,1073
"neighbor",10226,1073
"agent",33705,1073
"blueprint",159419,1073
"classified",200883,1073
"neo-noir",207268,1073
"soccer",13042,153158
"rome",588,81836
"expatriate",156063,81836
"episodic",156934,81836
"flying",334,10724
"pilot",3203,10724
"kampfjet",3773,10724
"false identity",3864,10724
"assault",6093,10724
"suspense",9937,10724
"gay",237,9473
"mount rushmore national memorial",471,9473
"swear word",2482,9473
"mephisto",2870,9473
"hell",6154,9473
"world supremacy",6778,9473
"elementary school",8102,9473
"saddam hussein",8421,9473
"blood splatter",8636,9473
"atheist",8778,9473
"sequel",9663,9473
"surrealism",9887,9473
"friends who hate each other",10033,9473
"satan",10138,9473
"based on tv series",10988,9473
"cartoon sex",11214,9473
"child swearing",11217,9473
"visions of hell",11317,9473
"u.s. canada war",11324,9473
"shot to death",11325,9473
"adult animation",161919,9473
"south park colorado",203175,9473
"brother brother relationship",380,2196
"farewell",455,2196
"father son relationship",494,2196
"age difference",965,2196
"parents kids relationship",970,2196
"secret",1328,2196
"sadness",1647,2196
"coffin",1909,2196
"funeral",3739,2196
"gathering",4432,2196
"surprise",4902,2196
"lsd",5498,2196
"studies",5948,2196
"hallucinogen",6410,2196
"drug trip",11483,2196
"arrogance",171070,2196
"female corpse",189421,2196
"japan",233,1499
"time travel",4379,1499
"ninja",10278,1499
"gay",237,20857
"dancing",246,82693
"philadelphia",276,82693
"running",795,82693
"based on novel",818,82693
"depression",894,82693
"letter",3344,82693
"friendship",6054,82693
"neighbor",10226,82693
"mental illness",41329,82693
"ex-wife",155816,82693
"institutionalization",162970,82693
"bipolar",189447,82693
"philadelphia eagles",189881,82693
"black people",577,1646
"based on novel",818,1646
"holocaust",1739,1646
"ghetto",2394,1646
"diary",2913,1646
"principal witness ",4508,1646
"biography",5565,1646
"daughter",5600,1646
"high school",6270,1646
"racial segregation",6984,1646
"anne frank",6985,1646
"school excursion",6986,1646
"idealism",6987,1646
"violence in schools",7920,1646
"racial tension",41385,1646
"gang violence",181858,1646
"based on true events",185722,1646
"female nudity",293,44944
"poem",493,44944
"rape",570,44944
"love",9673,44944
"domestic violence",11925,44944
"womanhood",33372,44944
"car journey",1926,4108
"transportation",3792,4108
"auto",3796,4108
"human trafficking",6019,4108
"rebel",526,8456
"martial arts",779,8456
"underground",1353,8456
"fight",1721,8456
"training",4613,8456
"champion",5400,8456
"sport",6075,8456
"high school",6270,8456
"party",8508,8456
"revenge",9748,8456
"blood",11221,8456
"nemesis",12612,8456
"violence",14819,8456
"club",156801,8456
"brawl",174244,8456
"suicide",236,7341
"male nudity",255,7341
"female nudity",293,7341
"fire",657,7341
"nudity",2483,7341
"asylum",2884,7341
"telekinesis",5086,7341
"high school",6270,7341
"swimming pool",8181,7341
"party",8508,7341
"sequel",9663,7341
"murder",9826,7341
"prom",10266,7341
"teacher",10508,7341
"decapitation",11181,7341
"blood",11221,7341
"splatter",15085,7341
"weightlifting",161320,7341
"teen suicide",171411,7341
"woman director",187056,7341
"interracial relationship",10131,19255
"dead father",168468,19255
"reference to bob dylan",168469,19255
"biracial",168471,19255
"bedtime story",168472,19255
"unmarried couple",168477,19255
"medical illustrator",168479,19255
"disguised voice",168481,19255
"reference to huckleberry finn",168482,19255
"student protest",168483,19255
"sonogram",168485,19255
"expectant grandmother",168486,19255
"dead parents",168490,19255
"testicles",168491,19255
"usa president",840,10187
"presidential election",2946,10187
"fox news",11999,10187
"spy",470,49517
"cold war",2106,49517
"spying",5265,49517
"espionage",11134,49517
"mole",14617,49517
"british spy",14618,49517
"puppet",6300,50780
"woman director",187056,50780
"brothel",1411,16363
"corset",1457,16363
"crusader",2901,16363
"musical",4344,16363
"governor",5744,16363
"tv reporter",13424,16363
"madame",33613,16363
"busty",155273,16363
"cat house",156187,16363
"based on stage musical",158375,16363
"based on adaptation",163440,16363
"based on article",165340,16363
"swearing",165347,16363
"video game",282,1946
"hacker",2157,1946
"bodyguard",3088,1946
"pop star",3490,1946
"virtual reality",4563,1946
"dystopia",4565,1946
"virtual fight",5380,1946
"saving the world",83,85
"riddle",483,85
"nepal",485,85
"himalaya",486,85
"cairo",487,85
"moses",488,85
"egypt",1160,85
"whip",1294,85
"treasure",1454,85
"medallion",1456,85
"leather jacket",2650,85
"nazis",2652,85
"hat",2656,85
"mediterranean",2853,85
"ark of the covenant",2854,85
"ten commandments",2856,85
"treasure hunt",6956,85
"excavation",9032,85
"swastika",11105,85
"archaeologist",41586,85
"indiana jones",176731,85
"archeology\u00a0",184134,85
"holiday",65,772
"new york",242,772
"new york city",14512,772
"christmas",207317,772
"indiana",1447,840
"obsession",1523,840
"extraterrestrial technology",1603,840
"evacuation",2227,840
"blackout",2583,840
"flying saucer",3243,840
"secret base",3268,840
"light",3760,840
"contact",4212,840
"beguilement",4214,840
"exchange",4217,840
"ufo",9738,840
"alien",9951,840
"vision",10629,840
"missing person",156091,840
"mother ship",160754,840
"escapade",187710,840
"obsessive quest",206711,840
"life turned upside down",206811,840
"smuggling of arms",374,96
"detective",703,96
"intensive care",1567,96
"undercover",1568,96
"strip club",3688,96
"armored car",4898,96
"investigation",5340,96
"police",6149,96
"swimming pool",8181,96
"sequel",9663,96
"shootout",10950,96
"gunfight",12371,96
"los angeles",12670,96
"explosion",14601,96
"violence",14819,96
"car chase",15483,96
"detroit",18021,96
"horse track",155544,96
"beverly hills",163047,96
"buddy cop",167316,96
"oil field",193507,96
"cement truck",226427,96
"playboy mansion",226428,96
"shooting range",226429,96
"prison",378,10678
"ex-boyfriend",1594,10678
"support",3848,10678
"escape",10685,10678
"lawyer",10909,10678
"based on novel",818,274
"psychopath",6259,274
"horror",8087,274
"suspense",9937,274
"serial killer",10714,274
"psychological thriller",12565,274
"cannibal",14895,274
"fbi agent",18525,274
"animal in cast credits",33872,274
"cannibalism",208048,274
"tv show",2571,8872
"heavy metal",5540,8872
"television producer",10582,8872
"woman director",187056,8872
"pain",4424,16290
"stunts",5452,16290
"stuntman",5956,16290
"stupidity",6241,16290
"comedy",10267,16290
"duringcreditsstinger",179431,16290
"3d",209714,16290
"mayor",1919,579
"island",2041,579
"police chief",2993,579
"sailing",3180,579
"boat accident",3735,579
"dying and death",3737,579
"panic",4210,579
"current",5156,579
"aggression by animal",5160,579
"sequel",9663,579
"rescue",10084,579
"teenager",13130,579
"shark",15097,579
"great white shark",15098,579
"high-tension current",158297,579
"tourism",204009,579
"dog dirt",3445,14405
"chihuahua",158401,14405
"pinata",158402,14405
"potted plant",158418,14405
"duringcreditsstinger",179431,14405
"sister sister relationship",1156,138843
"exorcism",2626,138843
"rhode island",5713,138843
"based on true story",9672,138843
"farmhouse",13127,138843
"paranormal investigation",15043,138843
"ghost",162846,138843
"supernatural power",188989,138843
"paranormal investigator",228897,138843
"annabelle",228936,138843
"car journey",1926,11637
"macho",2554,11637
"road trip",7312,11637
"children",10103,11637
"pretty woman",156322,11637
"trouble",199093,11637
"rock and roll",578,1584
"rock",5288,1584
"high school",6270,1584
"music band",41591,1584
"martial arts",779,9312
"monster",1299,9312
"island",2041,9312
"gore",10292,9312
"sorcerer",10821,9312
"tournament",12380,9312
"violence",14819,9312
"based on video game",41645,9312
"hand to hand combat",188955,9312
"undercover",1568,12153
"fbi",1812,12153
"fish out of water",11860,12153
"high society",165282,12153
"buddy cop",167316,12153
"crossdressing",201554,12153
"hawaii",1668,65057
"father-in-law",4604,65057
"daughter",5600,65057
"cheating wife",11501,65057
"beach house",34145,65057
"boating accident",155879,65057
"estate",155881,65057
"dying mother",155882,65057
"beautiful girl",155884,65057
"teenage daughter",155888,65057
"trustee",155891,65057
"trust fund",155892,65057
"wild girl",155894,65057
"wild child",155896,65057
"realtor",177259,65057
"curse",10541,8326
"suitor",11707,8326
"false accusations",14783,8326
"reference to annabel lee",159188,8326
"digging",159197,8326
"baseball player",159201,8326
"mountain climbing",159212,8326
"brother sister relationship",1155,35690
"new love",1605,35690
"daughter",5600,35690
"summer vacation",14714,35690
"woman director",187056,35690
"whip",1294,76203
"kidnapping",1930,76203
"slavery",2831,76203
"plantation",3136,76203
"night shift",4225,76203
"violin player",15189,76203
"physical abuse",155794,76203
"cotton",190477,76203
"slave owner",197643,76203
"19th century",207928,76203
"sold into slavery",209069,76203
"abolitionist",209070,76203
"music rehearsal",171258,13497
"fraternity initiation",171260,13497
"television broadcast",171261,13497
"white male pretending to be black",171263,13497
"sorority party",171268,13497
"push ups",171273,13497
"underdog",240,162
"love at first sight",699,162
"hairdresser",928,162
"small town",1415,162
"scissors",1435,162
"inventor",1436,162
"burglar",1437,162
"unsociability",6059,162
"england",392,296096
"based on novel",818,296096
"depression",894,296096
"small town",1415,296096
"wheelchair",2564,296096
"caretaker",10241,296096
"caregiver",155209,296096
"disabled",158558,296096
"twenty something",169152,296096
"woman director",187056,296096
"romantic drama",191100,296096
"dead end job",207443,296096
"accident",207819,296096
"police brutality",796,1051
"marseille",916,1051
"night life",1759,1051
"attempted murder",2013,1051
"drug dealer",2231,1051
"drug mule",2235,1051
"gangster boss",3149,1051
"drug smuggle",3391,1051
"undercover agent",4654,1051
"hijacking of train",4655,1051
"herion",238010,1051
"alcohol",567,376659
"bar",1010,376659
"party",8508,376659
"divorce",15160,376659
"family",18035,376659
"hit and run",163173,376659
"bathroom humor",193674,376659
"date",248,10073
"diary",2913,10073
"parents-in-law",3453,10073
"bridegroom",3583,10073
"wedding",13027,10073
"animation",10336,16690
"alabama",2075,273895
"martin luther king",5835,273895
"president",8570,273895
"black american",11243,273895
"civil rights",163116,273895
"protest march",186576,273895
"woman director",187056,273895
"selma",204836,273895
"river",1261,14873
"musical",4344,14873
"tiger",4809,14873
"village",5331,14873
"feral child",5650,14873
"sequel",9663,14873
"bear",10468,14873
"jungle",10787,14873
"orphan",13014,14873
"vulture",18155,14873
"gong",44450,14873
"lost",44451,14873
"shake",44452,14873
"mango",44453,14873
"nightmare",3030,8968
"hallucination",3298,8968
"childhood trauma",5707,8968
"break-up",14602,8968
"hometown",155808,8968
"psychotherapy",157154,8968
"deja vu",563,9963
"dying and death",3737,9963
"time travel",4379,9963
"loss of husband",4549,9963
"car crash",9844,9963
"owl",3905,15655
"donkey",4144,15655
"tiger",4809,15655
"piglet",8082,15655
"bear",10468,15655
"rabbit",15199,15655
"woman director",187056,15655
"nun",745,21208
"deaf-mute",1635,21208
"orphan",13014,21208
"all girl",155591,21208
"troubled marriage",166490,21208
"aftercreditsstinger",179430,21208
"duringcreditsstinger",179431,21208
"afghanistan",3541,272878
"war",6091,272878
"based on true story",9672,272878
"rescue",10084,272878
"betrayal",10085,272878
"dog",15162,272878
"grieving",172291,272878
"child abuse",516,314365
"journalism",917,314365
"judge",934,314365
"florida",1196,314365
"boston",1680,314365
"pedophilia",2337,314365
"court",6148,314365
"cover-up",9665,314365
"priest",10093,314365
"lawyer",10909,314365
"catholic",18396,314365
"catholic church",157008,314365
"catholicism",161207,314365
"september 11 2001",161304,314365
"investigative journalism",195240,314365
"cardinal",204357,314365
"christmas",207317,314365
"vandalism",2016,13279
"harassment",2539,13279
"neighbor",10226,13279
"house party",10275,13279
"shot to death",11325,13279
"pregnancy",13149,13279
"urination",14778,13279
"interracial couple",166148,13279
"lapd",167377,13279
"air conditioner",188609,13279
"remake",9714,1975
"little boy",9736,1975
"curse",10541,1975
"black people",577,33644
"age difference",965,33644
"jamaica",3266,33644
"vacation",6876,33644
"female protagonist",11322,33644
"future",2964,1649
"dying and death",3737,1649
"heaven",4116,1649
"time travel",4379,1649
"heavy metal",5540,1649
"diabolical ego",5684,1649
"afterlife",6155,1649
"metal",10875,1649
"robot",14544,1649
"devil",14999,1649
"doppelganger",161891,1649
"seance",163186,1649
"usa president",840,9895
"presidential election",2946,9895
"comedian",3485,9895
"killer robot",1373,9570
"space marine",1826,9570
"ghost ship",4078,9570
"black hole",4380,9570
"prostitute",549,27579
"sweden",1192,27579
"suspense",9937,27579
"priest",10093,27579
"very little dialogue",212412,27579
"musical",4344,16052
"tejano",164447,16052
"elopement",164460,16052
"bustier",164468,16052
"fan club",164476,16052
"vampire",3133,40264
"high school",6270,40264
"prom",10266,40264
"spoof",11931,40264
"horror spoof",12416,40264
"teenager",13130,40264
"duringcreditsstinger",179431,40264
"terror",321,1164
"loss of mother",936,1164
"gun",1419,1164
"morocco",1629,1164
"deaf-mute",1635,1164
"san diego",1768,1164
"ecstasy",1941,1164
"illegal immigration",2173,1164
"first time",2201,1164
"nanny",2341,1164
"daughter",5600,1164
"bullet wound",14677,1164
"ensemble cast",159753,1164
"based on novel",818,239678
"funeral",3739,239678
"dysfunctional family",10041,239678
"death of father",10201,239678
"man child",14647,239678
"family",18035,239678
"mourning",159103,239678
"grieving",172291,239678
"sexual abuse",739,14359
"boy",5202,14359
"wine",6563,14359
"gift",9989,14359
"janitor",10756,14359
"singing",12990,14359
"pedophile",14576,14359
"gossip",18453,14359
"compassion",18454,14359
"tolerance",18455,14359
"1960s",208992,14359
"paris",90,3989
"france",254,3989
"cairo",487,3989
"capitalism",592,3989
"loss of lover",1014,3989
"egypt",1160,3989
"war against terror",1242,3989
"shotgun",1366,3989
"patriotism",1627,3989
"pentagon",2314,3989
"american dream",2355,3989
"destroy",2535,3989
"shipwreck",2580,3989
"louvre",2966,3989
"american  way of life",3263,3989
"failure",3837,3989
"panama",4596,3989
"damage",5373,3989
"government",6086,3989
"eiffel tower paris",164889,3989
"world politics",210610,3989
"mass destruction",218032,3989
"sequel",9663,76617
"gore",10292,76617
"leatherface",11545,76617
"slasher",12339,76617
"chainsaw",12394,76617
"aftercreditsstinger",179430,76617
"duringcreditsstinger",179431,76617
"police brutality",796,1710
"psychology",2800,1710
"police operation",4668,1710
"police protection",5430,1710
"serial killer",10714,1710
"psychologist",11268,1710
"cowardliness",13001,1710
"sequel",9663,4258
"parody",9755,4258
"spoof",11931,4258
"aftercreditsstinger",179430,4258
"duringcreditsstinger",179431,4258
"mining",6015,20391
"prospector",162726,20391
"gay",237,10139
"san francisco",582,10139
"homophobia",1013,10139
"mayor",1919,10139
"biography",5565,10139
"politics",6078,10139
"politician",6083,10139
"election campaign",6085,10139
"homosexuality",10180,10139
"morality",11011,10139
"election",15134,10139
"candlelight vigil",166625,10139
"mayoral campaign",226553,10139
"christianity",186,335778
"jesus christ",2974,335778
"apostle",3033,335778
"crucifixion",3571,335778
"jerusalem",3575,335778
"ancient rome",5049,335778
"faith",6150,335778
"resurrection",6506,335778
"dead body",10877,335778
"judaism",11704,335778
"religious",14989,335778
"tomb",156081,335778
"cruise",2799,9645
"pilot",3203,9645
"ghost ship",4078,9645
"holiday",65,55465
"indian lead",958,55465
"beer",4552,55465
"christmas tree",5570,55465
"cannabis",8224,55465
"sequel",9663,55465
"vulgarity",11724,55465
"drug",14964,55465
"asian",14988,55465
"3d",209714,55465
"beer pong",220197,55465
"upper class",213,617
"poison",351,617
"sailboat",544,617
"rape",570,617
"sexual abuse",739,617
"florida",1196,617
"eroticism",1664,617
"blackmail",1936,617
"lolita",2087,617
"cheerleader",2920,617
"court case",3012,617
"planned murder",3152,617
"sailing",3180,617
"pretended murder",3181,617
"seduction",3182,617
"bisexuality",3183,617
"alligator",3184,617
"crocodile",3185,617
"everglades",3186,617
"heart-throb",3188,617
"white trash",3189,617
"menage a trois",3190,617
"intellectually gifted",3192,617
"harpoon",3193,617
"van",4580,617
"plan",4812,617
"court",6148,617
"single",9457,617
"millionaire",33626,617
"extramarital affair",34094,617
"duringcreditsstinger",179431,617
"step father",6669,19904
"remake",9714,19904
"beach",966,48289
"mossad",3037,48289
"secret agent",4289,48289
"insane asylum",4924,48289
"lye",41307,48289
"syringe",41308,48289
"lost of friend",41309,48289
"chicago",520,243
"music record",532,243
"rock and roll",578,243
"record store",633,243
"soul",634,243
"disc jockey",635,243
"pop",637,243
"bruce frederick joseph springsteen",638,243
"record collection",639,243
"candy",985,6933
"loss of sister",1578,6933
"mobile phone",1880,6933
